1,5570
19.5,899000
2000,2600000
240,1830000
2040,8400000
75.4,1150000
1150,7200000
15,1700000
6.69,525000
24355,18900000
387,799000
797,12100000
320,1500000
30,3250000
420,1900000
35.6,669900
40,1500000
1500,3190000
1136,4599000
35.4,1390000
43363,36250000
4200,12982500
127,1280000
137,1700000
5.81,825000
